source,target
1333103,1346507
1333103,1347634
1333103,1344862
1333103,1338027
1333103,1343562
1333103,1346293
1333103,1343062
1333103,1341426
1333103,1338123
1333103,1346507
1333104,1337449
1333104,1337449
1333105,1332705
1333105,1341843
1333105,1342371
1333105,1338752
1333105,1344131
1333105,1347634
1333105,1344862
1333105,1338027
1333105,1346293
1333105,1341426
1333105,1338752
1333106,1346849
1333106,1342103
1333106,1335976
1333106,1341153
1333106,1343909
1333106,1332442
1333106,1343909
1333107,1342154
1333107,1332883
1333107,4450
1333107,1332883
1333108,1334297
1333108,1339891
1333108,1333944
1333108,1348496
1333108,1339461
1333108,1339859
1333108,1340178
1333108,1337974
1333108,1333624
1333108,1340195
1333108,1333056
1333108,1346293
1333108,1342835
1333108,1335611
1333108,1343497
1333108,1348496
1333108,1333340
1333108,1333617
1333108,1333944
1333108,1334297
1333108,1333340
1333109,1336063
1333109,1333342
1333109,1340133
1333109,1335875
1333109,1333342
1333109,1342006
1333110,1343788
1333110,1347966
1333110,1343788
1333129,1339866
1333129,1334305
1333129,1346183
1333129,1333934
1333129,1346867
1333129,1339238
1333129,5018
1333129,1338027
1333129,1341222
1333129,1336266
1333129,1347634
1333129,5335
1333129,1338959
1333129,1333468
1333129,1333921
1333129,1334305
1333129,1339866
1333129,1341840
1333129,1333468
1333129,1339517
1333129,1341113
1333129,1333921
1333129,1344709
1333133,1333333
1333133,1347787
1333133,1333783
1333133,1346507
1333133,1333934
1333133,1346867
1333133,1339238
1333133,5018
1333133,1338027
1333133,1341222
1333133,1336266
1333133,1340932
1333133,1341797
1333133,1341458
1333133,1347634
1333133,1346507
1333133,1342917
1333133,1336576
1333133,1333333
1333133,1333783
1333133,1339457
1333134,1333629
1333134,1342556
1333134,1333629
1333134,1342917
1333134,1346507
1333134,1347634
1333134,1338027
1333134,5018
1333134,1339238
1333134,1346867
1333134,1340181
1333134,1333934
1333134,1346507
1333135,5018
1333135,1339238
1333135,1346867
1333135,1332566
1333135,1346867
1333136,1346507
1333136,1347634
1333136,1344631
1333136,1338027
1333136,1346507
1333139,1348589
1333139,1348011
1333139,1335629
1333139,1342941
1333139,1338027
1333139,1333101
1333139,1334796
1333139,1339997
1333139,5374
1333139,1336332
1333139,1332943
1333139,1334137
1333139,1345453
1333139,1347049
1333140,1334986
1333140,1345190
1333140,1336429
1333140,1335167
1333140,1335167
1333160,1348654
1333160,1332768
1333160,1348654
1333160,1333101
1333160,1334796
1333160,1333934
1333161,1343180
1333161,1336544
1333161,5405
1333161,1336544
1333161,1336131
1333161,1341678
1333161,1343180
1333161,1345894
1333161,5405
1333161,1338053
1333161,1337176
1333161,1337842
1333161,1333353
1333163,1338280
1333164,1335611
1333164,1343497
1333164,1347732
1333164,1341937
1333164,1338537
1333164,1343637
1333164,1337443
1333164,1347787
1333164,1339520
1333164,5365
1333164,1345894
1333195,1335299
1333195,1335611
1333195,1343497
1333195,1339353
1333195,1345822
1333195,1347966
1333195,1343788
1333195,1333509
1333195,1333509
1333216,1333942
1333216,1346657
1333216,1334992
1333216,1333942
1333216,1341250
1333217,1343047
1333217,1343047
1333219,1335611
1333219,1348144
1333219,5076
1333219,1346865
1333219,1333290
1333219,1337631
1333219,1345894
1333219,1346433
1333219,1348654
1333219,1333934
1333219,1340181
1333219,5018
1333219,1347930
1333219,1338027
1333219,1346543
1333219,1336131
1333219,1339006
1333219,1336266
1333219,1333101
1333219,1334796
1333219,1337037
1333219,1348654
1333219,1343497
1333219,1347741
1333219,1336358
1333219,1348071
1333219,1348287
1333219,1334838
1333219,1346070
1333219,1332873
1333219,1346742
1333219,1348980
1333220,1335821
1333220,1342821
1333220,1342821
1333222,1337461
1333223,1332705
1333223,1338771
1333225,1333615
1333225,1333466
1333225,1335952
1333225,1338695
1333225,1347050
1333225,1345496
1333225,1341645
